Município;AIDS - Ações Estratégicas;Acomp. Pac. Saúde Mental - Ações Estratégic. - SIA;Acomp. de paciente - Ações Estratégicas - SIA;Acomp. pós transplante - Ações Estratégicas;Acompanh. a def. auditivo - Ações Estratégicas;Aids - Ações Estratégicas - AIH;Angioplastia endovascular - SIH;Anvisa - Taxa de fiscalização;Apoio à população indígena;Assistência domiciliar - Ações Estratégicas SIA;Assistência pré-natal - AIH;CAPS I - Incent. Cust. Centros At. Psicossocial;Campanha de vacinação do idoso;Central de Regulação - Ações Estratégicas;Central de Regulação - Ações Estratétgicas - SIA;Câncer de colo uterino - Ações Estratégicas;Deformidade crânio-facial - Ações Estrategicas;Epidemiologia e controle de doenças;Epidemiologia e controle de doenças (adicional);Epilepsia - SIH;Farmácia básica;Financ aos Centros de Referência Saúde Trabalhador;Fisioterapia -  - Ações Estratégicas SIA;Gastroplastia - Ações Estratégicas;Geriatria - Ações Estratégicas - AIH;Gestão plena do sistema estadual (NOAS);Gestão plena sistema municipal - média complex;Inc. Apoio Lab. Monitoramento do AEDES AEGYPTI;Inc. Fortalecimento Gestão de Vigilância em Saúde;Inc. Hosp. Subsist. Vig. Ep. en Âmbito Hospitalar;Incent. Prog. Nacional de HIV/AIDS e outras DST;Incentivo Adicional ao CEO;Incentivo CNRAC - Ações Estratégicas - SIA;Incentivo Estabelecimento de Parcerias com as OSC;Incentivo a ações básicas vigilância sanitária;Incentivo fortalec lab centr saúde pública - LACEN;Incentivo para Casa de Apoio HIV/AIDS;Incentivo à Farmácia Popular do Brasil;Incentivo à Saúde no Sistema Penitenciário;Incentivo à saúde bucal;Leucemia mielóide - SIA;MAC vigilância sanitária;Medicamentos dos Grupos AR 0,95;Medicamentos dos Grupos HD 1,15;Medicamentos excepcionais pacientes crônicos;Medicamentos para saúde mental;Multirão de Cirurgias Eletivas Média Complexidade;Neonatal - Ações Estratégicas- SIA;Neurocirurgia - SIH;Ortodontia - Ações Estratégicas;Osteogenesis Imperfecta - AIH;Patologia clínica - Ações Estratégicas SIA;Piso de atenção básica - fixo;Programa Farmácia Popular do Brasil;Programa agentes comunitários de saúde;Programa de Especialidade Odontológica;Programa de Saúde da Família;Pré-natal - Ações Estratégicas;Prótese Dentária - Ações Estratégicas - SIA;Psicodiagnóstico - Ações Estratégicas SIA;Queimados - Ações Estratégicas;Reabilitação - Ações Estratégicas;Registro Civil e Nascimento - AIH;Registro de Câncer de Base Populacional - RCBP;Serviços Atendimento Móvel de Urgências - SAMU;Terapia e psicoterapia - Ações Estratégicas SIA;Terapia renal substitutiva - SIA;Transplantes - Ações Estratégicas;Tuberculose - Ações Estratégicas;Total
354160 Promissão;-;-;-;-;-;-;-;275,52;-;-;-;-;533,13;-;-;-;-;5822,78;1166,44;-;4409,21;-;-;-;-;-;-;-;-;-;-;-;-;-;688,79;-;-;-;-;2550;-;275,52;2589,38;3134,52;-;-;-;-;-;-;-;-;36836,58;-;10850;-;8100;-;-;-;-;-;-;-;-;-;-;-;-;77231,87
354165 Quadra;-;-;-;-;-;-;-;26;-;-;-;-;90,1;-;-;-;-;366,16;-;-;396,28;-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;26;240,27;290,85;-;-;-;-;-;-;-;-;3380;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;12380,66
354170 Quatá;-;-;-;-;-;-;-;-;-;-;-;-;184,83;-;-;-;-;1555,88;-;-;1615,08;-;-;-;-;-;-;-;-;-;-;-;-;-;246,69;-;-;-;-;-;-;-;934,72;1131,5;-;-;-;-;-;-;-;-;12827,75;-;7350;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;42046,45
354180 Queiroz;-;-;-;-;-;-;-;-;-;-;-;-;90,09;-;-;-;-;301,45;-;-;308,41;-;-;-;-;-;-;-;-;-;-;-;-;-;48,29;-;-;-;-;1700;-;-;181,45;219,65;-;-;-;-;-;-;-;-;2511,17;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;12510,51
354190 Queluz;-;-;-;-;-;-;-;-;-;-;-;-;135,29;-;-;-;-;1238,23;-;-;1312,3;-;-;-;-;-;-;-;-;-;-;-;-;-;208,13;-;-;-;-;-;-;-;778,29;942,14;-;-;-;-;-;-;-;-;10822,5;-;6300;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;37936,88
354200 Quintana;-;-;-;-;-;-;-;46,69;-;-;-;-;96,27;-;-;-;-;737;-;-;759,28;-;-;-;-;-;-;-;-;-;-;-;-;-;116,73;-;-;-;-;3400;-;46,69;441,28;534,17;-;-;-;-;-;-;-;-;6069,92;-;4900;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;27948,03
354210 Rafard;-;-;-;-;-;-;-;-;-;-;-;-;130,54;-;-;-;-;1105,94;-;-;1139,88;-;-;-;-;-;-;-;-;-;-;-;-;-;171,19;-;-;-;-;-;-;-;652,57;789,95;-;-;-;-;-;-;-;-;8901,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12891,82
354220 Rancharia;-;-;-;-;-;-;-;249,48;-;-;-;-;484,92;-;-;-;-;5346,38;-;-;4034,94;-;-;-;-;-;-;-;-;-;-;-;-;-;623,69;-;-;-;-;7650;-;249,48;2353,31;2848,74;-;-;-;-;-;-;-;-;32635,42;-;11900;-;40500;-;-;-;-;-;-;-;-;-;-;-;-;108876,36
354230 Redenção da Serra;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;548,54;-;-;558,11;-;-;-;-;-;-;-;-;-;-;-;-;-;84,81;-;-;-;-;1700;-;-;321,97;389,75;-;-;-;-;-;-;-;-;5383,9;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;16577,18
354240 Regente Feijó;-;-;-;-;-;-;-;152,28;-;-;-;-;295,34;-;-;-;-;2281,43;-;-;2423,44;-;-;-;-;-;-;-;-;-;-;-;-;-;380,69;-;-;-;-;-;-;152,28;1428,33;1729,03;-;-;-;-;-;-;-;-;19795,75;-;11900;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;56738,57
354250 Reginópolis;-;-;-;-;-;-;-;39,43;-;-;-;-;94,94;-;-;-;-;638,57;-;-;650,65;-;-;-;-;-;-;-;-;-;-;-;-;-;98,38;-;-;-;-;-;-;39,43;374,14;452,91;-;-;-;-;-;-;-;-;5115,5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7503,95
354260 Registro;-;-;-;-;-;-;-;472,99;-;-;-;-;716,48;-;-;-;-;7162,58;-;-;7594,13;30000;-;-;-;-;-;-;-;-;-;-;-;-;1182,48;-;-;-;-;-;-;472,99;4450,27;5387,18;-;-;-;-;-;-;-;-;61488,92;-;26250;-;48600;-;-;-;-;-;-;-;-;-;-;-;-;193778,02
354270 Restinga;-;-;-;-;-;-;-;52,68;-;-;-;-;90,1;-;-;-;-;775,32;-;-;817,71;-;-;-;-;-;-;-;-;-;-;-;-;-;131,69;-;-;-;-;2550;-;52,68;489,88;593,02;-;-;-;-;-;-;-;-;7083,92;-;4900;-;13500;-;-;-;-;-;-;-;-;-;-;-;-;31037
354280 Ribeira;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;459,97;-;-;458,15;-;-;-;-;-;-;-;-;-;-;-;-;-;65,65;-;-;-;-;2550;-;-;254,6;308,2;-;-;-;-;-;-;-;-;3413,58;-;2800;-;8100;-;-;-;-;-;-;-;-;-;-;-;-;18500,25
354290 Ribeirão Bonito;-;-;-;-;-;-;-;-;-;-;-;-;190,77;-;-;-;-;2096,92;-;-;1585,1;-;-;-;-;-;-;-;-;-;-;-;-;-;246,27;-;-;-;-;3400;-;-;927,52;1122,78;-;-;-;-;-;-;-;-;12806,08;-;8400;-;41600;-;-;-;-;-;-;-;-;-;-;-;-;72375,44
354300 Ribeirão Branco;-;-;-;-;-;-;-;187,13;-;-;760;-;204,56;-;-;125;-;2860,97;-;-;3002,04;-;42,48;-;-;-;65306,97;-;-;-;-;-;-;-;467,81;-;-;-;-;7650;-;224,55;1760,11;2130,66;-;-;-;-;-;-;-;-;24326,25;-;11900;-;32400;170;-;-;-;-;60;-;-;181,05;-;-;-;153759,58
354310 Ribeirão Corrente;-;-;-;-;-;-;-;35,74;-;-;-;-;90,1;-;-;-;-;532,16;-;-;561,28;-;-;-;-;-;-;-;-;-;-;-;-;-;89,35;-;-;-;-;1700;-;35,74;333,77;404,03;-;-;-;-;-;-;-;-;4646,42;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;15928,59
354320 Ribeirão do Sul;-;-;-;-;-;-;-;39,19;-;-;-;-;90,1;-;-;-;-;601,94;-;-;632,23;-;-;-;-;-;-;-;-;-;-;-;-;-;97,98;-;-;-;-;-;-;39,19;369,39;447,16;-;-;-;-;-;-;-;-;5094,92;-;3500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10912,1
354323 Ribeirão dos Índios;-;-;-;-;-;-;-;19,28;-;-;-;-;90,1;-;-;-;-;292,85;-;-;311,71;-;-;-;-;-;-;-;-;-;-;-;-;-;48,21;-;-;-;-;1700;-;19,28;181,85;220,13;-;-;-;-;-;-;-;-;2506,83;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;12540,24
354325 Ribeirão Grande;-;-;-;-;-;-;-;-;-;-;-;-;99,09;-;-;-;-;1013,95;-;-;1067,83;-;-;-;-;-;-;-;-;-;-;-;-;-;169,88;-;-;-;-;-;-;-;634,6;768,2;-;-;-;-;-;-;-;-;8833,5;-;5250;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;28637,05
354330 Ribeirão Pires;-;35601,7;132614,64;-;120571,98;180;-;972,31;-;-;1920;-;1276,91;-;-;2647,85;-;18323,09;-;-;15192,51;-;-;-;-;-;331735,84;-;-;-;-;-;-;-;2430,77;-;-;-;-;-;-;1166,77;9062,45;10970,33;-;-;-;-;-;-;-;-;126400,08;10000;1400;-;-;470;-;93,16;-;30520;135;-;-;240,68;-;-;126;854052,07
354340 Ribeirão Preto;-;43856,2;-;10893,25;-;-;4535,57;4594,27;-;79,8;7520;-;8417,26;-;-;17032,76;-;95394,26;13885,38;-;72563,29;30000;1036,04;-;-;-;2256711,91;-;63855,21;-;41465,04;-;-;-;11485,67;-;3400;-;-;10200;173306,5;5513,12;42980,53;52029,07;-;-;-;-;-;-;-;-;716705,6;-;109900;13200;134200;3370;1170;73,98;-;2249,1;215;-;109000;2577,68;841918,29;7921;894,6;4914150,38
354360 Rifaina;-;-;-;-;-;-;-;29,94;-;-;-;-;90,1;-;-;-;-;626,2;-;-;475,34;-;-;-;-;-;-;-;-;-;-;-;-;-;74,85;-;-;-;-;-;-;29,94;280,65;339,73;-;-;-;-;-;-;-;-;4721,8;-;1400;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13468,55
354370 Rincão;-;-;-;-;-;-;-;-;-;-;-;-;140,33;-;-;-;-;1358,59;-;-;1419,28;-;-;-;-;-;-;-;-;-;-;-;-;-;214,88;-;-;-;-;-;-;-;816,76;988,71;-;-;-;-;-;-;-;-;11173,5;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;23262,05
354380 Rinópolis;-;-;-;-;-;-;-;83,11;-;-;-;-;219,39;-;-;-;-;1844,74;-;-;1371,29;-;-;-;-;-;-;-;-;-;-;-;-;-;201,71;-;-;-;-;1700;-;83,11;774,73;937,83;-;-;-;-;-;-;-;-;10488,83;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;25204,74
354390 Rio Claro;-;7713,9;-;-;-;-;-;1558,32;-;17,1;1520;-;3202,81;-;-;9396,71;-;31989,04;4626;-;24399,65;30000;1456,12;-;-;-;490520,67;-;-;-;28059,33;-;-;-;3895,79;-;800;-;-;5100;-;1869,98;14534,76;17594,71;-;-;-;-;-;-;-;-;202581,17;-;17150;6600;48600;2020;-;35,62;-;-;-;-;-;3970,59;-;-;4,2;959216,47
354400 Rio das Pedras;-;-;-;-;-;-;-;218,7;-;-;120;20000;315,67;-;-;467;-;3184,67;-;-;3416,33;-;259,6;-;-;-;68825,16;-;-;-;-;-;-;-;546,75;-;-;-;-;-;-;262,44;2038,23;2467,32;-;-;-;-;-;-;-;-;28431;-;-;-;-;180;-;-;-;-;5;-;-;-;-;-;29,4;130767,27
354410 Rio Grande da Serra;-;-;-;-;-;-;-;-;-;-;-;-;337,77;-;-;-;-;6518,25;-;-;5404,58;-;-;-;-;-;-;-;-;-;-;-;-;-;866,58;-;-;-;-;-;-;-;3228,42;3908,08;-;-;-;-;-;-;-;-;45062,33;-;6300;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;87826,01
354420 Riolândia;-;-;-;-;-;-;-;75,51;-;-;-;-;128,17;-;-;-;-;1599,22;-;-;1210,83;-;-;-;-;-;-;-;-;-;-;-;-;-;188,77;-;-;-;-;-;-;75,51;710,13;859,63;-;-;-;-;-;-;-;-;9816,08;-;5250;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19913,85
354350 Riversul;-;-;-;-;-;-;-;-;-;-;-;-;102,06;-;-;-;-;893,58;-;-;895,4;-;-;-;-;-;-;-;-;-;-;-;-;-;121,02;-;-;-;-;5100;-;-;479,75;580,75;-;-;-;-;-;-;-;-;6293,08;-;5600;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;36265,64
354425 Rosana;-;-;-;-;-;-;-;220,17;-;-;-;-;199,37;-;-;-;-;3288,66;-;-;3479,58;-;-;-;-;-;-;-;-;-;-;-;-;-;550,42;-;-;-;-;-;-;220,17;2060,15;2493,87;-;-;-;-;-;-;-;-;29086,42;-;12250;-;24300;-;-;-;-;-;-;-;-;-;-;-;-;78148,81
354430 Roseira;-;-;-;-;-;-;-;83,8;-;-;-;-;110,81;-;-;-;-;1187,28;-;-;1279,3;-;-;-;-;-;-;-;-;-;-;-;-;-;209,5;-;-;-;-;5100;-;83,8;774,88;938,02;-;-;-;-;-;-;-;-;10894;-;6300;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;43161,39
354440 Rubiácea;-;-;-;-;-;-;-;18,7;-;-;-;-;90,09;-;-;-;-;309,09;-;-;308,55;-;-;-;-;-;-;-;-;-;-;-;-;-;44,75;-;-;-;-;1700;-;18,7;172,74;209,11;-;-;-;-;-;-;-;-;2327;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;12698,73
354450 Rubinéia;-;-;-;-;-;-;-;23,77;-;-;-;-;90,1;-;-;-;-;364,02;-;-;375,65;-;-;-;-;-;-;-;-;-;-;-;-;-;59,42;-;-;-;-;1700;-;23,77;222,38;269,2;-;-;-;-;-;-;-;-;3089,67;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13367,98
354460 Sabino;-;-;-;-;-;-;-;-;-;-;-;-;102,65;-;-;-;-;654,03;-;-;696,85;-;-;-;-;-;-;-;-;-;-;-;-;-;108,1;-;-;-;-;-;-;-;407,39;493,16;-;-;-;-;-;-;-;-;5621,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8083,6
354470 Sagres;-;-;-;-;-;-;-;-;-;-;-;-;90,09;-;-;-;-;319,01;-;-;326,29;-;-;-;-;-;-;-;-;-;-;-;-;-;48,02;-;-;-;-;1700;-;-;184,38;223,2;-;-;-;-;-;-;-;-;3082,94;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13473,93
354480 Sales;-;-;-;-;-;-;-;42,23;-;-;-;-;90,1;-;-;-;-;866,99;-;-;661,51;-;-;-;-;-;-;-;-;-;-;-;-;-;105,56;-;-;-;-;1700;-;42,23;393,93;476,87;-;-;-;-;-;-;-;-;5489,25;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;17368,67
354490 Sales Oliveira;-;-;-;-;-;-;-;86,55;-;-;-;-;164,66;-;-;-;-;1774,15;-;-;1353,96;-;-;-;-;-;-;-;-;-;-;-;-;-;216,38;-;-;-;-;1700;-;86,55;807,03;976,93;-;-;-;-;-;-;-;-;11251,5;-;5250;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;34467,71
354500 Salesópolis;-;-;-;-;-;-;-;-;-;-;-;-;247,58;-;-;-;-;2534,1;-;-;2101,14;-;-;-;-;-;-;-;-;-;-;-;-;-;338,23;-;-;-;-;-;-;-;1258,35;1523,27;-;-;-;-;-;-;-;-;17587,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25590,59
354510 Salmourão;-;-;-;-;-;-;-;36,52;-;-;-;-;90,1;-;-;-;-;581,77;-;-;602,53;-;-;-;-;-;-;-;-;-;-;-;-;-;90,9;-;-;-;-;-;-;36,52;345,96;418,79;-;-;-;-;-;-;-;-;4726,58;-;3500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10429,67
354515 Saltinho;-;-;-;-;-;-;-;-;-;-;-;-;93,01;-;-;-;-;779,97;-;-;828,03;-;-;-;-;-;-;-;-;-;-;-;-;-;130,25;-;-;-;-;-;-;-;488,46;591,29;-;-;-;-;-;-;-;-;6773;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9684,01
354520 Salto;-;-;-;-;-;130;-;885,06;-;390,45;1240;-;1304,06;-;-;2631;-;12761,12;-;-;13691,56;-;188,8;-;-;-;311510,49;-;-;-;-;-;-;-;2212,65;-;-;-;-;-;-;885,06;8220,98;9951,72;-;-;-;-;-;-;-;-;115057,58;-;-;-;-;760;-;-;-;-;-;-;-;10873,97;-;-;193,2;492887,7
354530 Salto de Pirapora;-;-;-;-;-;-;-;343,06;-;-;-;-;539,36;-;-;-;-;4855,01;-;-;5234,49;-;-;-;-;-;-;-;-;-;-;-;-;-;857,65;-;-;-;-;-;-;343,06;3171,65;3839,37;-;-;-;-;-;-;-;-;44597,58;-;21000;-;54000;-;-;-;-;-;-;-;-;-;-;-;-;138781,23
354540 Salto Grande;-;-;-;-;-;-;-;75,9;-;-;-;-;171,93;-;-;-;-;1142,58;-;-;1206,01;-;-;-;-;-;-;-;-;-;-;-;-;-;189,75;-;-;-;-;-;-;75,9;711,55;861,35;-;-;-;-;-;-;-;-;9867;-;2450;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16751,97
354550 Sandovalina;-;-;-;-;-;-;-;-;-;-;-;-;90,09;-;-;-;-;456,52;-;-;453,75;-;-;-;-;-;-;-;-;-;-;-;-;-;73,31;-;-;-;-;2550;-;-;272,41;329,76;-;-;-;-;-;-;-;-;4148,08;-;2800;-;8100;-;-;-;-;-;-;-;-;-;-;-;-;19273,92
354560 Santa Adélia;-;-;-;-;-;-;-;116,43;-;-;-;-;247,88;-;-;-;-;1792,3;-;-;1884,58;-;-;-;-;-;-;-;-;-;-;-;-;-;291,08;-;-;-;-;-;-;116,43;1098,6;1329,88;-;-;-;-;-;-;-;-;15136,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22013,51
354570 Santa Albertina;-;-;-;-;-;-;-;45,83;-;-;-;-;127,28;-;-;-;-;1013;-;-;756,11;-;-;-;-;-;-;-;-;-;-;-;-;-;112,67;-;-;-;-;-;-;45,83;430,67;521,33;-;-;-;-;-;-;-;-;5858,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8911,39
354580 Santa Bárbara d'Oeste;-;-;-;-;-;50;-;1546,86;-;-;2080;-;2179,11;-;-;145;-;32135,75;4897,15;-;24436,78;-;245,44;-;-;-;379203,64;-;-;-;-;-;-;-;3867,15;-;-;-;-;-;-;1856,23;14472,3;17519,1;-;-;-;-;-;-;-;-;201091,58;10000;-;6600;-;-;-;134,26;-;18189,15;-;-;-;756,13;-;-;147;721552,63
354600 Santa Branca;-;-;-;-;-;-;-;-;-;-;-;-;210,94;-;-;-;-;1779,47;-;-;1903,41;-;-;-;-;-;-;-;-;-;-;-;-;-;306,33;-;-;-;-;5600;-;-;1139,76;1379,71;-;-;-;-;-;-;-;-;15929,33;-;10500;-;27000;-;-;-;-;-;-;-;-;-;-;-;-;65748,95
354610 Santa Clara d'Oeste;-;-;-;-;-;-;-;16,73;-;-;-;-;90,09;-;-;-;-;275,9;-;-;276,1;-;-;-;-;-;-;-;-;-;-;-;-;-;39,35;-;-;-;-;-;-;16,73;152,87;185,05;-;-;-;-;-;-;-;-;2046,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3099,24
354620 Santa Cruz da Conceição;-;-;-;-;-;-;-;32,53;-;-;-;-;90,1;-;-;-;-;485,39;-;-;510,68;-;-;-;-;-;-;-;-;-;-;-;-;-;81,31;-;-;-;-;1700;-;32,53;303,68;367,62;-;-;-;-;-;-;-;-;4228,25;-;3150;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;16382,09
354625 Santa Cruz da Esperança;-;-;-;-;-;-;-;15,52;-;-;-;-;90,09;-;-;-;-;333,25;-;-;251,49;-;-;-;-;-;-;-;-;-;-;-;-;-;38,79;-;-;-;-;-;-;15,52;146,46;177,29;-;-;-;-;-;-;-;-;2017,17;-;1400;-;15400;-;-;-;-;-;-;-;-;-;-;-;-;19885,58
354630 Santa Cruz das Palmeiras;-;-;-;-;-;-;-;232,48;-;-;-;-;379,6;-;-;-;-;3444,24;-;-;3672,21;-;-;-;-;-;-;-;-;-;-;-;-;-;581,19;-;-;-;-;-;-;232,48;2174,95;2632,83;-;-;-;-;-;-;-;-;30221,75;-;8050;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51621,73
354640 Santa Cruz do Rio Pardo;-;-;-;-;-;-;-;363,71;-;-;-;-;745,56;-;-;-;-;7667,61;-;-;5810,61;-;-;-;-;-;-;-;-;-;-;-;-;-;909,27;-;-;-;-;-;-;363,71;3416,12;4135,3;-;-;-;-;-;-;-;-;47282,08;-;10500;6600;5400;-;-;-;-;-;-;-;-;-;-;-;-;93193,97
354650 Santa Ernestina;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;1057,23;-;-;794,75;-;-;-;-;-;-;-;-;-;-;-;-;-;121,27;-;-;-;-;-;-;-;459,72;556,5;-;-;-;-;-;-;-;-;6306,08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9385,65
354660 Santa Fé do Sul;-;-;-;-;-;-;-;352,16;-;-;-;-;543,22;-;-;-;-;4991,63;-;-;3789,5;-;-;-;-;-;-;-;-;-;-;-;-;-;596,73;-;-;-;-;-;-;352,16;2237,01;2707,96;-;-;-;-;-;-;-;-;34658,03;-;19250;-;43200;-;-;-;-;-;-;-;-;-;-;-;-;112678,4
354670 Santa Gertrudes;-;-;-;-;-;-;-;229,67;-;-;-;20000;248,47;-;-;-;-;2222,42;-;-;2416,7;-;-;-;-;-;-;-;-;-;-;-;-;-;402,13;-;-;-;-;-;-;229,67;1479,39;1790,84;-;-;-;-;-;-;-;-;20910,5;-;4900;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;65629,79
354680 Santa Isabel;-;-;-;-;-;-;-;-;-;5,7;360;-;553,75;-;-;1236,31;-;7548,07;-;-;6258,45;-;195,88;-;-;-;342518,98;-;-;-;-;-;-;-;986,5;-;-;-;-;8500;-;-;3696,93;4475,23;-;-;-;-;-;-;-;-;51298;-;10850;-;32400;460;-;-;-;-;15;-;12500;1126,01;-;-;8,4;484993,21
354690 Santa Lúcia;-;-;-;-;-;-;-;-;-;-;-;-;99,09;-;-;-;-;1073,95;-;-;1146,2;-;-;-;-;-;-;-;-;-;-;-;-;-;184,08;-;-;-;-;-;-;-;685,43;829,73;-;-;-;-;-;-;-;-;9572,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13590,81
354700 Santa Maria da Serra;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;652,45;-;-;658,21;-;-;-;-;-;-;-;-;-;-;-;-;-;102,19;-;-;-;-;-;-;-;384,99;466,04;-;-;-;-;-;-;-;-;5313,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7667,73
354710 Santa Mercedes;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;370,73;-;-;377,85;-;-;-;-;-;-;-;-;-;-;-;-;-;56,06;-;-;-;-;1700;-;-;214,62;259,8;-;-;-;-;-;-;-;-;3231,44;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13800,6
354740 Santa Rita d'Oeste;-;-;-;-;-;-;-;222,98;-;-;-;-;90,1;-;-;-;-;369,07;-;-;337,01;-;-;-;-;-;-;-;-;-;-;-;-;-;45,81;-;-;-;-;1700;-;222,98;181,21;219,36;-;-;-;-;-;-;-;-;2382,25;-;1400;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;12570,77
354750 Santa Rita do Passa Quatro;-;-;-;-;-;-;-;228,33;-;-;-;-;613,39;-;-;-;-;3465,35;-;-;3679,23;-;-;-;-;-;-;-;-;-;-;-;-;-;570,83;-;-;-;-;1700;-;228,33;2151,04;2603,89;-;-;-;-;-;-;-;-;29683,33;-;1400;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;51723,72
354760 Santa Rosa de Viterbo;-;-;-;-;-;-;-;-;-;-;-;-;378,42;-;-;-;-;2865,3;-;-;3042,19;-;-;-;-;-;-;-;-;-;-;-;-;-;475,79;-;-;-;-;-;-;-;1787,9;2164,3;-;-;-;-;-;-;-;-;24741,17;-;1400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36855,07
354765 Santa Salete;-;-;-;-;-;-;-;11,48;-;-;-;-;90,09;-;-;-;-;179,15;-;-;189,34;-;-;-;-;-;-;-;-;-;-;-;-;-;28,67;-;-;-;-;1700;-;11,48;108,93;131,87;-;-;-;-;-;-;-;-;1490,67;-;1050;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;10391,68
354720 Santana da Ponte Pensa;-;-;-;-;-;-;-;14,58;-;-;-;-;90,09;-;-;-;-;329,19;-;-;240,49;-;-;-;-;-;-;-;-;-;-;-;-;-;33,31;-;-;-;-;-;-;13,33;130,78;158,32;-;-;-;-;-;-;-;-;1732,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2742,34
354730 Santana de Parnaíba;-;-;-;-;-;-;-;-;-;-;-;-;699,42;-;-;-;-;14302,63;-;-;11858,96;-;-;-;-;-;-;-;-;-;-;-;-;-;2042,71;-;-;-;-;-;-;-;7429,4;8993,48;-;-;-;-;-;-;-;-;106220,83;-;3500;6600;5400;-;-;-;-;-;-;-;-;-;-;-;-;167047,43
354770 Santo Anastácio;-;-;-;-;-;-;-;176,8;-;-;-;-;407,04;-;-;-;-;3833,11;-;-;2884,61;-;-;-;-;-;-;-;-;-;-;-;-;-;442;-;-;-;-;1700;-;176,8;1672,87;2025,05;-;-;-;-;-;-;-;-;22984;-;6300;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;58802,28
354780 Santo André;-;197490,5;-;-;-;3010;-;5579,93;-;1248,3;5640;-;10313,78;-;-;14226,18;-;109332,92;-;-;90652,93;30000;840,16;-;-;-;2261465,59;-;80482,5;-;33153,23;-;-;-;13949,83;-;4200;-;-;3400;-;6695,92;52718,9;63817,62;-;-;-;113,5;-;-;-;-;725391,33;10000;44450;8800;54000;2130;-;252,08;-;-;850;-;186500;12651,29;141049,27;-;907,2;4175312,96
354790 Santo Antônio da Alegria;-;-;-;-;-;-;-;51,22;-;128,25;-;-;99,54;-;-;47;-;784,41;-;-;818,4;-;266,68;-;-;-;14683,47;-;-;-;-;-;-;-;128,04;-;-;-;-;1700;-;61,46;481,02;582,28;-;-;-;3,5;-;-;-;-;6658,17;-;2100;-;5400;-;-;-;-;-;-;-;-;1129,31;-;-;-;35122,75
